filename,h2-simpless-dks-celmcut,h2-simpless-dks-cpdbshc900,h2-simpless-dks-900masb50ksccdfp,h2-simpless-oss-900masb50ksbmiasm,h2-simpless-dks-blind,h2-simpless-oss-zopdbsgenetic,h2-simpless-oss-blind,h2-simpless-dks-900masb50ksbmiasm,seq-opt-symba-1,h2-simpless-oss-masginfsccdfp,h2-simpless-dks-900masginfsccdfp,h2-simpless-oss-cpdbshc900,h2-simpless-dks-zopdbsgenetic,simpless-oss-masb50kmiasmdfp,h2-simpless-oss-900masb50ksccdfp,simpless-dks-masb50kmiasmdfp,h2-simpless-oss-celmcut,Complementary1,Complementary2,DecStar,FDMS1,FDMS2,Metis1,Metis2,Planning_PDBs,Scorpion,SymbolicBidirectional,Symple_1,Symple_2
parcprinter-opt11-strips-p07.pddl,0.28,0.33,0.48,20.88,0.26,1.07,0.27,0.65,2.75,0.4,0.41,0.31,1.06,10000.0,0.97,10000.0,0.27,2.679,3.931,0.528,0.591,0.825,0.519,0.506,4.014,214.204,2.522,84.999,93.56700000000001
parcprinter-opt11-strips-p08.pddl,0.25,0.25,0.41,21.25,0.24,0.85,0.23,0.38,1.55,0.29,0.34,0.25,0.86,96.1,0.48,93.35,0.22,2.132,2.314,0.692,0.476,0.566,0.484,0.511,2.345,201.772,1.298,12.889,11.618
parcprinter-opt11-strips-p09.pddl,0.34,1.12,0.45,19.82,0.37,1.35,0.35,0.66,3.71,0.45,0.45,1.11,1.38,10000.0,1.42,10000.0,0.3,4.005,4.607,0.75,0.772,0.693,0.552,0.513,4.856,201.936,3.142,69.93299999999999,80.815
parcprinter-opt11-strips-p10.pddl,0.28,15.15,0.56,56.58,0.31,0.57,0.31,0.75,7.26,0.45,0.42,15.11,0.57,333.21,6.16,328.18,0.28,8.166,7.733,0.482,0.68,0.931,0.523,0.543,8.742,210.192,5.964,349.568,354.382
parcprinter-opt11-strips-p11.pddl,0.33,0.37,0.71,94.52,0.32,0.84,0.31,1.15,11.8,0.53,0.5,0.35,0.91,10000.0,3.57,10000.0,0.31,8.406,7.799,0.631,0.846,1.272,0.551,0.543,8.995,229.292,6.47,396.436,449.336
parcprinter-opt11-strips-p12.pddl,0.47,5.71,0.94,129.67,0.51,1.36,0.47,2.11,188.86,0.68,0.69,5.67,1.4,10000.0,43.69,10000.0,0.49,34.904,33.385,0.589,0.929,2.028,0.703,0.718,37.97,204.483,30.645,10000.0,10000.0
parcprinter-opt11-strips-p13.pddl,0.39,0.5,1.47,251.13,0.44,0.63,0.4,5.72,88.79,0.82,0.81,0.47,0.61,10000.0,20.09,10000.0,0.4,216.063,97.255,0.599,1.365,4.31,0.63,0.606,115.40100000000001,245.74,124.712,10000.0,10000.0
parcprinter-opt11-strips-p14.pddl,0.44,0.5,1.94,175.48,0.44,0.47,0.42,7.13,349.39,1.01,0.96,0.5,0.48,10000.0,26.08,10000.0,0.44,149.666,148.461,0.616,1.535,4.998,0.603,0.633,151.038,259.639,403.347,10000.0,10000.0
parcprinter-opt11-strips-p15.pddl,0.52,0.59,2.3,603.34,0.47,0.54,0.49,13.02,593.74,1.32,1.27,0.56,0.59,10000.0,70.33,10000.0,0.5,10000.0,10000.0,0.635,2.092,10.203,0.704,0.711,10000.0,304.129,10000.0,10000.0,10000.0
parcprinter-opt11-strips-p16.pddl,0.59,0.62,2.55,640.17,0.5,0.55,0.51,12.87,1244.98,1.45,1.42,0.61,0.58,10000.0,63.38,10000.0,0.51,1130.509,10000.0,4.664,2.618,8.603,0.709,0.705,904.828,234.895,10000.0,10000.0,10000.0
parcprinter-opt11-strips-p17.pddl,1.36,284.78,8.29,10000.0,0.85,0.88,0.82,24.01,10000.0,1.39,1.37,283.24,0.86,10000.0,10000.0,10000.0,1.34,1381.88,937.877,0.771,5.802,11.558,1.521,1.648,943.824,222.413,10000.0,10000.0,10000.0
parcprinter-opt11-strips-p18.pddl,1.16,464.87,27.64,10000.0,0.78,0.73,0.8,48.89,10000.0,1.5,1.52,464.11,0.74,10000.0,10000.0,10000.0,1.12,10000.0,925.872,0.723,20.016,122.15,1.188,1.398,1070.726,256.647,10000.0,10000.0,10000.0
parcprinter-opt11-strips-p19.pddl,3.22,903.52,202.9,10000.0,2.29,1.99,2.18,10000.0,10000.0,3.7,3.44,903.15,2.05,10000.0,10000.0,10000.0,3.26,10000.0,920.461,0.929,175.562,10000.0,3.283,3.64,927.893,282.159,10000.0,10000.0,10000.0
parcprinter-opt11-strips-p20.pddl,0.42,0.48,1.2,831.57,0.4,0.4,0.4,2.71,75.4,1.04,0.74,0.42,0.4,10000.0,23.73,10000.0,0.38,53.631,59.507,0.568,1.17,2.065,0.837,0.619,57.683,220.71,64.045,10000.0,10000.0
parking-opt11-strips-pfile03-011.pddl,25.32,5.55,30.36,760.61,10000.0,324.56,1644.67,174.97,76.67,16.2,18.73,5.5,648.73,76.01,35.48,74.58,25.05,944.024,941.506,18.965,23.192,148.618,17.58,15.975,935.038,207.963,132.028,10000.0,10000.0
parking-opt11-strips-pfile03-012.pddl,10000.0,47.9,85.94,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,51.33,56.66,34.78,10000.0,372.26,65.96,10000.0,10000.0,10000.0,10000.0,1255.455,58.767,10000.0,10000.0,10000.0,10000.0,231.477,10000.0,10000.0,10000.0
parking-opt11-strips-pfile04-013.pddl,752.05,19.28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,42.6,55.71,16.0,10000.0,718.23,10000.0,10000.0,748.79,10000.0,10000.0,892.658,10000.0,10000.0,619.628,565.617,10000.0,214.69299999999998,10000.0,10000.0,10000.0
parking-opt11-strips-pfile04-015.pddl,1711.87,21.47,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,46.27,53.84,18.24,10000.0,465.09,10000.0,10000.0,1660.8,10000.0,10000.0,944.115,10000.0,10000.0,1279.804,1123.946,10000.0,221.446,10000.0,10000.0,10000.0
parking-opt11-strips-pfile04-016.pddl,10000.0,994.8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,677.36,1093.89,644.89,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,641.363,10000.0,10000.0,10000.0
parking-opt11-strips-pfile05-017.pddl,10000.0,244.17,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,230.63,352.38,158.04,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,319.622,10000.0,10000.0,10000.0
parking-opt11-strips-pfile05-018.pddl,10000.0,57.26,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,105.87,147.16,38.71,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1107.007,10000.0,10000.0,10000.0,10000.0,10000.0,247.393,10000.0,10000.0,10000.0
parking-opt11-strips-pfile05-020.pddl,10000.0,246.17,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,229.9,376.59,144.03,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,378.918,10000.0,10000.0,10000.0
parking-opt14-strips-p_12_7-01.pddl,327.15,9.45,33.6,1557.42,10000.0,10000.0,10000.0,10000.0,1078.36,18.57,21.54,7.75,10000.0,100.03,39.52,679.08,343.19,970.375,1121.728,258.959,25.838,1086.261,251.274,202.628,1134.298,209.912,1441.192,10000.0,10000.0
parking-opt14-strips-p_12_7-02.pddl,711.24,13.35,38.63,1735.64,10000.0,10000.0,10000.0,10000.0,1781.54,23.16,25.15,11.44,10000.0,132.4,43.13,640.76,759.38,1233.338,1102.328,1118.487,27.074,1171.0,576.945,437.273,1127.304,212.814,1316.0,10000.0,10000.0
parking-opt14-strips-p_12_7-03.pddl,177.74,7.7,32.46,1200.32,10000.0,10000.0,10000.0,1239.78,231.09,16.91,18.26,6.74,10000.0,94.92,35.49,285.59,181.38,943.224,1006.97,140.543,25.517,584.145,136.352,106.35300000000001,999.038,209.249,1138.779,10000.0,10000.0
parking-opt14-strips-p_12_7-04.pddl,1654.72,33.7,60.1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,38.27,43.89,25.3,10000.0,215.44,55.8,1070.58,10000.0,10000.0,1152.355,1247.003,45.647,1518.952,1477.783,1139.795,1194.108,229.135,10000.0,10000.0,10000.0
parking-opt14-strips-p_14_8-01.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,967.22,10000.0,861.86,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,639.253,10000.0,10000.0,10000.0
parking-opt14-strips-p_14_8-02.pddl,10000.0,210.99,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,194.26,257.48,152.14,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,345.45,10000.0,10000.0,10000.0
parking-opt14-strips-p_14_8-03.pddl,10000.0,57.81,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,79.25,86.85,45.27,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1154.148,10000.0,10000.0,10000.0,10000.0,10000.0,245.924,10000.0,10000.0,10000.0
parking-opt14-strips-p_18_10-03.pddl,10000.0,1073.46,1467.44,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,693.11,1350.66,515.41,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1114.984,10000.0,10000.0,10000.0,10000.0,557.902,10000.0,10000.0,10000.0
pathways-noneg-p01.pddl,0.12,0.16,0.24,1.49,0.13,0.24,0.13,0.21,0.91,0.16,0.15,0.13,0.27,1.72,0.35,0.17,0.13,1.207,1.876,0.448,0.449,0.455,0.448,0.43,1.842,200.94,0.968,1.159,1.536
pathways-noneg-p02.pddl,0.14,0.16,1.17,50.06,0.13,0.18,0.14,0.4,1.1,0.22,0.21,0.16,0.2,7.43,1.33,3.59,0.14,1.345,1.964,0.423,1.152,0.685,0.668,0.421,2.018,201.177,0.912,1.602,2.134
pathways-noneg-p03.pddl,0.17,0.21,5.62,126.89,0.22,0.23,0.22,1.56,1.64,0.58,0.57,0.22,0.2,15.18,4.93,1.05,0.17,1.74,2.299,0.465,5.417,2.638,0.664,0.437,2.315,201.266,1.056,10000.0,10000.0
pathways-noneg-p04.pddl,0.21,0.3,16.57,280.41,0.3,0.24,0.33,11.53,2.01,1.38,1.38,0.27,0.25,15.89,12.85,7.39,0.2,4.748,4.488,0.72,13.908,15.235,0.524,0.47,4.378,201.09,1.247,10000.0,10000.0
pathways-noneg-p05.pddl,3.52,1183.3,252.84,1721.16,10000.0,973.98,10000.0,894.32,10.65,1512.39,1290.64,1395.9,831.34,208.84,277.24,545.07,3.55,1219.686,10000.0,2.744,205.913,1212.792,3.278,3.57,10000.0,226.377,10.837,10000.0,10000.0
pegsol-08-strips-p01.pddl,0.16,0.16,0.15,0.15,0.17,0.16,0.15,0.17,0.59,0.15,0.15,0.16,0.17,0.31,0.16,0.3,0.16,1.047,1.828,0.43,0.405,0.428,0.399,0.437,1.735,201.015,1.138,0.629,1.094
pegsol-08-strips-p02.pddl,0.21,0.22,0.24,0.22,0.22,0.23,0.21,0.24,0.52,0.21,0.23,0.22,0.23,0.23,0.22,0.25,0.23,1.325,1.793,0.45,0.773,0.406,0.451,0.498,1.725,200.953,0.74,0.887,1.349
pegsol-08-strips-p03.pddl,0.24,2.79,0.42,0.55,0.21,0.81,0.21,0.26,0.78,0.25,0.25,3.0,0.82,0.48,0.56,0.27,0.21,1.281,1.904,0.451,0.541,0.503,0.465,0.469,1.788,202.573,0.979,0.955,1.426
pegsol-08-strips-p04.pddl,0.19,1.36,0.25,0.22,0.21,0.36,0.22,0.22,0.72,0.22,0.22,1.29,0.37,0.55,0.23,0.55,0.2,1.104,1.918,0.454,0.458,0.443,0.476,0.436,1.788,201.579,0.838,0.884,1.546
pegsol-08-strips-p05.pddl,0.15,80.34,2.58,3.8,0.16,2.11,0.15,0.66,0.83,0.99,0.23,80.29,2.24,0.94,2.14,0.31,0.16,1.24,2.011,0.692,2.439,1.31,0.415,0.42,1.813,218.13,0.808,1.255,1.43
pegsol-08-strips-p06.pddl,0.23,300.66,5.29,27.42,0.21,4.12,0.23,22.24,1.16,10000.0,1.02,300.72,4.12,4.16,4.74,4.55,0.22,8.033,2.067,0.481,4.396,28.024,0.465,0.484,2.249,249.35,1.242,1.716,2.125
pegsol-08-strips-p07.pddl,0.21,364.21,5.93,14.72,0.23,1.85,0.21,0.46,1.1,14.18,0.35,364.89,1.83,32.78,3.93,35.66,0.22,1.664,2.254,10.643,3.828,0.785,0.579,0.716,1.873,273.415,1.128,1.379,1.689
pegsol-08-strips-p08.pddl,0.51,864.58,12.77,56.02,0.38,6.47,0.39,71.51,1.66,941.48,26.66,863.42,6.3,12.24,10.46,12.0,0.54,71.708,63.56,0.854,10.725,74.099,0.8,0.796,61.055,292.027,1.195,11.017,9.617
pegsol-08-strips-p09.pddl,0.25,481.25,8.17,63.1,0.25,3.74,0.24,58.81,1.45,945.43,3.82,476.19,3.71,6.29,6.78,6.89,0.26,4.664,2.786,0.527,6.986,44.807,0.525,0.524,3.005,274.024,1.291,5.568,5.364
pegsol-08-strips-p10.pddl,0.46,831.94,13.09,55.83,0.48,6.3,0.46,54.79,1.61,924.71,27.33,809.86,6.66,12.98,9.97,12.38,0.55,75.455,59.61,0.804,11.255,76.4,0.743,0.817,63.005,307.591,1.199,10.513,11.424
pegsol-08-strips-p11.pddl,0.28,195.16,7.05,37.13,0.26,2.86,0.27,29.82,1.31,10000.0,1.09,197.12,2.86,5.41,5.25,6.03,0.31,5.652,4.738,0.589,5.419,32.862,0.582,0.595,4.374,247.73,1.204,5.226,6.221
pegsol-08-strips-p12.pddl,0.5,900.76,16.3,62.37,0.35,6.35,0.35,76.87,1.69,10000.0,26.74,900.92,6.61,12.29,9.95,12.01,0.5,912.325,772.868,0.748,10.629,76.64,0.785,0.855,911.695,306.296,1.305,17.727,19.45
pegsol-08-strips-p13.pddl,0.56,380.56,12.88,74.18,0.43,6.43,0.43,57.85,1.76,941.05,27.28,380.46,6.48,12.62,10.47,12.25,0.69,920.672,846.305,0.995,10.977,76.632,0.955,0.96,940.102,260.137,1.428,22.718,21.158
pegsol-08-strips-p14.pddl,0.82,673.89,13.92,56.64,0.56,6.45,0.62,54.22,1.74,939.33,24.84,673.82,6.4,12.48,10.83,12.73,0.93,340.25,734.317,1.146,11.021,71.227,1.175,1.167,890.863,286.947,1.687,19.339,21.558
pegsol-08-strips-p15.pddl,1.23,901.75,14.19,60.71,0.63,6.59,0.73,58.06,1.76,10000.0,30.98,902.29,6.51,13.04,10.37,12.28,1.3,915.222,676.335,1.623,9.878,68.632,1.576,1.936,910.613,306.278,1.459,23.626,24.476
pegsol-08-strips-p16.pddl,0.28,307.31,13.93,65.89,0.26,6.34,0.26,54.14,1.72,10000.0,26.06,306.46,6.29,12.62,10.86,12.3,0.29,926.576,844.618,0.582,9.495,76.434,0.57,0.572,906.718,257.413,1.337,18.295,20.089
pegsol-08-strips-p17.pddl,1.04,902.44,13.06,56.03,0.47,6.51,0.54,53.55,3.16,944.94,30.63,902.57,6.56,12.41,11.38,12.24,1.13,926.492,758.8340000000001,1.388,11.075,76.245,1.259,1.731,922.882,308.799,3.129,178.963,163.523
pegsol-08-strips-p18.pddl,0.41,382.08,13.21,56.15,0.57,6.39,0.64,71.55,1.68,919.89,27.77,381.51,6.32,12.56,10.72,12.06,0.51,906.491,812.158,0.787,9.66,79.84700000000001,0.736,0.665,914.366,262.479,1.346,18.355,19.184
pegsol-08-strips-p19.pddl,2.6,33.65,13.48,56.41,1.67,7.05,1.97,72.84,1.83,925.11,31.18,36.41,7.17,13.61,11.59,13.54,2.67,929.04,667.141,2.724,10.502,71.175,2.925,3.966,939.858,205.486,1.442,30.52,35.469
pegsol-08-strips-p20.pddl,3.64,815.96,17.12,56.21,2.95,7.24,3.57,79.08,1.65,902.07,50.57,790.9,7.23,13.16,10.65,12.64,4.48,352.03499999999997,716.009,4.241,10.471,68.309,4.694,4.847,921.537,308.873,1.451,20.13,20.605
pegsol-08-strips-p21.pddl,6.51,558.04,13.74,69.2,3.47,8.03,4.19,57.18,1.93,1047.13,43.34,561.81,7.37,14.38,11.49,13.67,7.23,919.534,692.715,7.229,11.599,69.92099999999999,7.785,7.796,922.156,307.816,1.567,66.235,61.621
pegsol-08-strips-p22.pddl,0.57,545.23,14.29,57.66,0.41,6.36,0.41,66.68,1.63,906.69,43.13,545.22,6.31,12.39,10.35,12.27,0.6,80.248,60.388,1.059,11.086,86.656,0.823,0.929,72.482,305.695,1.301,10.9,10.262
pegsol-08-strips-p23.pddl,9.93,825.07,19.72,62.21,7.42,10.29,8.34,59.72,1.87,1011.67,40.05,835.53,9.05,16.79,12.48,15.31,10.98,915.831,734.319,11.114,11.804,70.563,11.489,12.112,908.136,306.147,1.637,59.266,62.868
pegsol-08-strips-p24.pddl,12.61,799.71,15.27,69.48,10.37,10.48,11.55,74.14,2.06,934.94,86.92,795.54,10.71,17.27,13.06,15.27,13.97,936.083,738.227,13.097,11.406,78.477,14.476,16.122,913.096,312.485,1.952,76.672,68.297
pegsol-08-strips-p25.pddl,4.78,787.15,17.07,68.09,4.11,7.42,4.26,63.62,1.88,906.96,37.91,786.29,7.68,15.03,11.11,12.79,5.08,905.649,963.388,5.309,11.895,77.206,5.278,6.445,872.995,310.383,2.056,42.509,42.467
pegsol-08-strips-p26.pddl,16.94,878.73,19.48,70.5,7.68,8.85,8.42,59.17,2.68,10000.0,938.98,882.39,9.56,16.78,13.39,17.42,15.44,908.615,730.261,15.637,15.001,73.465,14.636,19.783,908.956,313.314,2.675,144.196,155.40800000000002
pegsol-08-strips-p27.pddl,8.85,780.6,13.11,62.21,33.06,12.5,37.72,62.09,1.83,10000.0,945.78,780.81,10.48,14.59,10.34,14.49,7.61,367.716,896.241,7.294,9.631,75.697,7.381,9.743,906.733,307.951,1.438,32.231,31.189
pegsol-08-strips-p28.pddl,176.41,432.05,28.17,108.84,121.0,77.3,120.41,124.19,28.85,10000.0,989.3,433.91,89.76,106.36,20.59,106.26,161.86,934.777,917.304,151.813,20.328,119.418,165.684,183.888,877.987,311.337,36.475,10000.0,10000.0
pegsol-08-strips-p29.pddl,1452.91,816.34,82.13,495.24,10000.0,657.94,10000.0,488.62,12.6,10000.0,10000.0,816.23,10000.0,663.63,84.76,563.96,1626.9,928.638,914.732,768.579,63.947,354.239,1636.527,1673.38,933.3340000000001,319.301,19.468,593.25,634.95
pegsol-08-strips-p30.pddl,10000.0,740.11,612.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,753.68,10000.0,10000.0,485.1,10000.0,10000.0,10000.0,10000.0,10000.0,419.54,10000.0,10000.0,10000.0,10000.0,488.359,10000.0,10000.0,10000.0
pegsol-opt11-strips-p01.pddl,0.23,693.81,7.55,47.54,0.21,5.76,0.22,56.48,1.32,10000.0,2.47,691.2,5.89,50.74,6.76,50.99,0.22,1.672,2.113,0.479,5.981,42.005,0.44,0.634,1.943,300.415,1.328,1.605,2.184
pegsol-opt11-strips-p02.pddl,1.14,902.54,13.96,55.23,0.49,6.68,0.5,72.35,3.14,925.93,29.96,902.55,6.6,12.7,11.26,12.33,1.13,913.796,679.416,1.383,11.065,69.571,1.388,1.385,918.177,309.032,3.395,164.655,167.414
pegsol-opt11-strips-p03.pddl,0.4,380.61,13.39,62.78,0.58,6.34,0.65,55.32,1.63,974.16,24.82,382.33,6.42,12.28,11.08,12.41,0.48,924.684,924.977,0.798,9.908,82.777,0.976,0.67,773.427,257.369,1.418,17.267,19.118
pegsol-opt11-strips-p04.pddl,2.61,33.48,16.27,60.06,1.86,7.14,1.98,69.77,1.94,993.99,36.0,36.31,7.29,13.3,10.77,13.51,2.7,910.885,894.925,2.97,10.769,69.431,2.997,3.57,932.573,205.912,1.51,34.821,35.371
pegsol-opt11-strips-p05.pddl,1.06,640.55,10.92,86.6,0.68,5.23,0.75,90.42,2.14,10000.0,3.03,642.32,5.08,5.46,9.03,6.47,1.21,37.181,32.381,1.652,8.738,66.124,1.508,1.573,32.851,307.639,1.882,52.471,57.465
pegsol-opt11-strips-p06.pddl,0.84,694.21,13.16,55.41,0.45,6.47,0.45,53.14,2.11,953.86,143.49,694.33,6.61,12.52,10.76,12.87,0.89,917.3389999999999,933.024,1.102,10.082,76.229,1.049,1.252,782.718,306.839,1.886,69.279,75.294
pegsol-opt11-strips-p07.pddl,1.5,900.9,15.66,56.32,1.55,6.89,1.95,57.31,1.72,10000.0,33.09,902.45,6.82,12.65,10.68,12.23,1.63,319.431,947.784,2.008,10.176,74.209,2.02,2.153,903.89,305.552,1.379,19.962,18.728
pegsol-opt11-strips-p08.pddl,3.62,790.69,13.45,59.78,3.05,7.18,3.53,57.5,1.68,10000.0,52.37,791.62,7.19,14.32,10.52,13.01,4.4,310.64300000000003,779.306,4.283,10.147,76.26599999999999,4.319,4.859,911.62,309.175,1.331,21.533,22.124
pegsol-opt11-strips-p09.pddl,3.7,902.22,13.43,63.11,2.58,7.62,2.96,54.07,1.77,946.79,105.6,902.5,7.42,13.45,10.99,13.63,4.13,922.378,868.92,4.042,10.19,81.801,4.434,4.756,934.504,312.139,1.457,29.849,38.688
pegsol-opt11-strips-p10.pddl,6.52,559.67,13.5,57.13,3.69,7.89,3.9,61.8,1.93,947.8,48.09,560.2,7.28,15.09,12.73,14.22,7.22,927.002,691.762,6.857,11.458,79.334,7.716,8.425,898.309,311.285,1.77,64.783,57.839
pegsol-opt11-strips-p11.pddl,0.59,544.84,15.63,59.75,0.42,6.38,0.41,56.64,1.67,10000.0,37.28,544.8,6.87,12.07,10.26,13.77,0.59,77.934,59.995,0.912,9.699,71.216,0.848,0.995,64.445,309.651,1.442,10.123,11.738
pegsol-opt11-strips-p12.pddl,0.4,636.58,11.9,68.34,0.33,6.3,0.35,70.11,1.91,900.72,6.51,636.14,6.25,13.13,10.04,9.45,0.42,94.811,90.708,0.745,10.425,66.18299999999999,0.649,0.687,88.001,265.921,1.849,30.998,33.932
pegsol-opt11-strips-p13.pddl,9.94,848.91,17.14,58.69,7.56,10.32,8.91,57.54,1.82,10000.0,41.0,830.29,10.27,16.48,13.01,15.35,10.96,918.515,969.487,10.304,12.178,71.098,11.349,11.797,828.555,307.137,1.61,64.002,64.025
pegsol-opt11-strips-p14.pddl,12.66,794.27,19.12,60.22,11.21,10.52,12.39,57.85,2.34,937.09,85.38,796.93,10.74,16.68,11.85,14.85,14.05,905.888,902.608,14.218,11.976,76.129,13.638,14.861,922.892,306.491,1.98,70.703,76.104
pegsol-opt11-strips-p15.pddl,4.98,785.53,17.91,56.59,4.67,7.43,4.41,71.83,1.9,924.0,46.01,789.08,7.65,14.17,11.57,13.39,5.12,926.594,788.794,5.311,11.059,71.689,4.971,5.936,872.402,309.547,1.72,39.031,43.57
pegsol-opt11-strips-p16.pddl,16.64,891.07,17.55,64.0,8.3,8.87,8.4,72.97,2.87,10000.0,912.95,871.07,9.6,16.52,12.79,15.78,15.43,925.025,776.885,14.4,13.063,73.182,15.857,21.391,909.034,310.622,2.933,154.93099999999998,143.051
pegsol-opt11-strips-p17.pddl,8.49,802.62,13.22,57.11,32.79,12.63,39.64,95.33,1.84,10000.0,1062.32,781.28,10.8,13.98,10.3,14.11,7.59,319.595,932.512,7.842,10.194,77.164,7.319,8.745,939.268,309.164,2.11,28.695,32.654
pegsol-opt11-strips-p18.pddl,173.57,437.2,26.89,121.52,111.68,73.99,119.81,122.05,28.98,1002.06,1016.62,434.15,88.39,107.76,26.98,109.42,162.97,924.207,774.707,164.07999999999998,22.67,115.918,165.20499999999998,197.31,946.01,308.581,32.891,10000.0,10000.0
pegsol-opt11-strips-p19.pddl,1435.19,817.45,85.9,488.91,10000.0,647.01,10000.0,485.07,12.01,10000.0,10000.0,825.59,10000.0,699.68,84.84,565.72,1615.97,907.671,862.303,739.343,66.377,324.74,1637.315,10000.0,914.539,317.366,18.708,592.31,578.046
pegsol-opt11-strips-p20.pddl,10000.0,739.58,530.94,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,755.47,10000.0,10000.0,493.22,10000.0,10000.0,10000.0,10000.0,10000.0,421.227,10000.0,10000.0,10000.0,10000.0,503.95,10000.0,10000.0,10000.0
petri-net-alignment-opt18-p01.pddl,1.05821,10000.0,512.421,985.317,62.9035,55.0303,63.0429,959.793,3.12,1128.57,1228.3,10000.0,55.1291,10000.0,435.993,10000.0,0.982296,25.673,14.546,3.386,430.712,971.204,3.357,5.033,14.705,10000.0,6.269,734.999,729.008
petri-net-alignment-opt18-p02.pddl,1.36464,10000.0,449.258,927.533,26.0836,22.2948,23.9011,938.98,3.86,1132.58,1020.18,10000.0,24.5895,10000.0,447.164,10000.0,1.37093,105.595,27.473,4.249,403.392,921.946,4.001,5.245,27.134,10000.0,7.8,1215.162,1214.143
petri-net-alignment-opt18-p03.pddl,7.713,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.25,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,8.02423,194.249,74.499,14.023,10000.0,10000.0,10.955,17.111,71.193,10000.0,14.036,10000.0,10000.0
petri-net-alignment-opt18-p04.pddl,33.8055,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10.67,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,31.6102,1186.164,86.51599999999999,42.221,10000.0,10000.0,35.131,102.24199999999999,84.418,10000.0,17.409,10000.0,10000.0
petri-net-alignment-opt18-p05.pddl,30.011,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,36.83,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,30.6856,47.063,81.678,36.24,10000.0,10000.0,34.781,50.77,90.89,10000.0,37.172,10000.0,10000.0
petri-net-alignment-opt18-p06.pddl,30.2637,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,21.12,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,33.2056,43.312,74.479,36.377,10000.0,10000.0,36.906,58.101,82.69200000000001,10000.0,28.543,10000.0,10000.0
petri-net-alignment-opt18-p07.pddl,27.1302,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,41.46,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,29.4396,85.064,92.535,39.341,10000.0,10000.0,32.983,43.137,91.015,10000.0,33.035,10000.0,10000.0
petri-net-alignment-opt18-p08.pddl,527.134,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,136.65,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,527.919,1318.319,962.671,10000.0,10000.0,10000.0,554.838,831.199,951.366,10000.0,332.804,10000.0,10000.0
petri-net-alignment-opt18-p09.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,18.1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,39.411,57.616,10000.0,10000.0,10000.0,10000.0,10000.0,49.053,10000.0,33.109,10000.0,10000.0
petri-net-alignment-opt18-p10.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,222.28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1342.302,1459.431,10000.0,10000.0,10000.0,10000.0,10000.0,1419.304,10000.0,423.269,10000.0,10000.0
